I0707 12:26:53.726019  390984 options.go:263] external host was not specified, using 192.168.3.9
W0707 12:26:53.935196  390984 genericapiserver.go:819] Skipping API coordination.k8s.io/v1alpha2 because it has no resources.
I0707 12:26:53.935405  390984 handler.go:304] Adding GroupVersion discovery.k8s.io v1 to ResourceManager
W0707 12:26:53.935413  390984 genericapiserver.go:819] Skipping API discovery.k8s.io/v1beta1 because it has no resources.
I0707 12:26:53.936131  390984 handler.go:304] Adding GroupVersion networking.k8s.io v1 to ResourceManager
W0707 12:26:53.936149  390984 genericapiserver.go:819] Skipping API networking.k8s.io/v1beta1 because it has no resources.
I0707 12:26:53.936302  390984 handler.go:304] Adding GroupVersion node.k8s.io v1 to ResourceManager
W0707 12:26:53.936307  390984 genericapiserver.go:819] Skipping API node.k8s.io/v1beta1 because it has no resources.
W0707 12:26:53.936310  390984 genericapiserver.go:819] Skipping API node.k8s.io/v1alpha1 because it has no resources.
I0707 12:26:53.936545  390984 handler.go:304] Adding GroupVersion policy v1 to ResourceManager
W0707 12:26:53.936551  390984 genericapiserver.go:819] Skipping API policy/v1beta1 because it has no resources.
I0707 12:26:53.937103  390984 handler.go:304] Adding GroupVersion rbac.authorization.k8s.io v1 to ResourceManager
W0707 12:26:53.937111  390984 genericapiserver.go:819] Skipping API rbac.authorization.k8s.io/v1beta1 because it has no resources.
W0707 12:26:53.937114  390984 genericapiserver.go:819] Skipping API rbac.authorization.k8s.io/v1alpha1 because it has no resources.
I0707 12:26:53.937270  390984 handler.go:304] Adding GroupVersion scheduling.k8s.io v1 to ResourceManager
W0707 12:26:53.937276  390984 genericapiserver.go:819] Skipping API scheduling.k8s.io/v1beta1 because it has no resources.
W0707 12:26:53.937278  390984 genericapiserver.go:819] Skipping API scheduling.k8s.io/v1alpha1 because it has no resources.
I0707 12:26:53.938035  390984 handler.go:304] Adding GroupVersion storage.k8s.io v1 to ResourceManager
W0707 12:26:53.938044  390984 genericapiserver.go:819] Skipping API storage.k8s.io/v1beta1 because it has no resources.
W0707 12:26:53.938047  390984 genericapiserver.go:819] Skipping API storage.k8s.io/v1alpha1 because it has no resources.
I0707 12:26:53.938430  390984 handler.go:304] Adding GroupVersion flowcontrol.apiserver.k8s.io v1 to ResourceManager
W0707 12:26:53.938437  390984 genericapiserver.go:819] Skipping API flowcontrol.apiserver.k8s.io/v1beta3 because it has no resources.
W0707 12:26:53.938439  390984 genericapiserver.go:819] Skipping API flowcontrol.apiserver.k8s.io/v1beta2 because it has no resources.
W0707 12:26:53.938442  390984 genericapiserver.go:819] Skipping API flowcontrol.apiserver.k8s.io/v1beta1 because it has no resources.
I0707 12:26:53.939851  390984 handler.go:304] Adding GroupVersion apps v1 to ResourceManager
W0707 12:26:53.939861  390984 genericapiserver.go:819] Skipping API apps/v1beta2 because it has no resources.
W0707 12:26:53.939864  390984 genericapiserver.go:819] Skipping API apps/v1beta1 because it has no resources.
I0707 12:26:53.940557  390984 handler.go:304] Adding GroupVersion admissionregistration.k8s.io v1 to ResourceManager
W0707 12:26:53.940566  390984 genericapiserver.go:819] Skipping API admissionregistration.k8s.io/v1beta1 because it has no resources.
W0707 12:26:53.940568  390984 genericapiserver.go:819] Skipping API admissionregistration.k8s.io/v1alpha1 because it has no resources.
I0707 12:26:53.940837  390984 handler.go:304] Adding GroupVersion events.k8s.io v1 to ResourceManager
W0707 12:26:53.940844  390984 genericapiserver.go:819] Skipping API events.k8s.io/v1beta1 because it has no resources.
I0707 12:26:53.941658  390984 handler.go:304] Adding GroupVersion resource.k8s.io v1 to ResourceManager
W0707 12:26:53.941667  390984 genericapiserver.go:819] Skipping API resource.k8s.io/v1beta2 because it has no resources.
W0707 12:26:53.941670  390984 genericapiserver.go:819] Skipping API resource.k8s.io/v1beta1 because it has no resources.
W0707 12:26:53.941672  390984 genericapiserver.go:819] Skipping API resource.k8s.io/v1alpha3 because it has no resources.
W0707 12:26:53.943033  390984 logging.go:55] [core] [Channel #286 SubChannel #287]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:46085", ServerName: "127.0.0.1:46085", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:46085: operation was canceled"
I0707 12:26:53.944301  390984 handler.go:304] Adding GroupVersion apiregistration.k8s.io v1 to ResourceManager
W0707 12:26:53.944332  390984 genericapiserver.go:819] Skipping API apiregistration.k8s.io/v1beta1 because it has no resources.
I0707 12:26:54.115553  390984 dynamic_cafile_content.go:161] "Starting controller" name="client-ca-bundle::/tmp/k8s_test_framework_2702026784/client-cert-auth-ca.crt"
I0707 12:26:54.115619  390984 dynamic_serving_content.go:135] "Starting controller" name="serving-cert::/tmp/k8s_test_framework_2702026784/apiserver.crt::/tmp/k8s_test_framework_2702026784/apiserver.key"
I0707 12:26:54.115682  390984 secure_serving.go:211] Serving securely on 127.0.0.1:36727
I0707 12:26:54.115697  390984 tlsconfig.go:243] "Starting DynamicServingCertificateController"
I0707 12:26:54.115770  390984 remote_available_controller.go:447] Starting RemoteAvailability controller
I0707 12:26:54.115786  390984 system_namespaces_controller.go:66] Starting system namespaces controller
I0707 12:26:54.115803  390984 controller.go:113] "Deleting old lease on startup" lease="kube-system/apiserver-u5mn6cbhebem4rsj27ru6wnrfm"
I0707 12:26:54.115808  390984 controller.go:78] Starting OpenAPI AggregationController
I0707 12:26:54.115901  390984 controller.go:127] "Starting legacy_token_tracking_controller"
I0707 12:26:54.115820  390984 default_servicecidr_controller.go:110] Starting kubernetes-service-cidr-controller
I0707 12:26:54.115918  390984 shared_informer.go:349] "Waiting for caches to sync" controller="kubernetes-service-cidr-controller"
I0707 12:26:54.115911  390984 shared_informer.go:370] "Waiting for caches to sync"
I0707 12:26:54.115778  390984 controller.go:80] Starting OpenAPI V3 AggregationController
I0707 12:26:54.115954  390984 dynamic_cafile_content.go:161] "Starting controller" name="client-ca-bundle::/tmp/k8s_test_framework_2702026784/client-cert-auth-ca.crt"
I0707 12:26:54.115990  390984 crdregistration_controller.go:115] Starting crd-autoregister controller
I0707 12:26:54.116003  390984 shared_informer.go:349] "Waiting for caches to sync" controller="crd-autoregister"
I0707 12:26:54.116060  390984 customresource_discovery_controller.go:294] Starting DiscoveryController
I0707 12:26:54.115787  390984 gc_controller.go:85] "Starting apiserver lease garbage collector"
I0707 12:26:54.116097  390984 shared_informer.go:370] "Waiting for caches to sync"
I0707 12:26:54.115791  390984 aggregator.go:185] waiting for initial CRD sync...
I0707 12:26:54.115791  390984 cache.go:32] Waiting for caches to sync for RemoteAvailability controller
I0707 12:26:54.116154  390984 controller.go:142] Starting OpenAPI controller
I0707 12:26:54.116176  390984 controller.go:90] Starting OpenAPI V3 controller
I0707 12:26:54.116186  390984 naming_controller.go:305] Starting NamingConditionController
I0707 12:26:54.116203  390984 nonstructuralschema_controller.go:202] Starting NonStructuralSchemaConditionController
I0707 12:26:54.116212  390984 apiapproval_controller.go:196] Starting KubernetesAPIApprovalPolicyConformantConditionController
I0707 12:26:54.116221  390984 crd_finalizer.go:273] Starting CRDFinalizer
I0707 12:26:54.115780  390984 apf_controller.go:377] Starting API Priority and Fairness config controller
I0707 12:26:54.115835  390984 apiservice_controller.go:100] Starting APIServiceRegistrationController
I0707 12:26:54.116266  390984 cache.go:32] Waiting for caches to sync for APIServiceRegistrationController controller
I0707 12:26:54.115845  390984 repairip.go:210] Starting ipallocator-repair-controller
I0707 12:26:54.116279  390984 shared_informer.go:349] "Waiting for caches to sync" controller="ipallocator-repair-controller"
I0707 12:26:54.115785  390984 local_available_controller.go:156] Starting LocalAvailability controller
I0707 12:26:54.116294  390984 cache.go:32] Waiting for caches to sync for LocalAvailability controller
I0707 12:26:54.115869  390984 cluster_authentication_trust_controller.go:459] Starting cluster_authentication_trust_controller controller
I0707 12:26:54.116312  390984 shared_informer.go:370] "Waiting for caches to sync"
I0707 12:26:54.172833  390984 shared_informer.go:377] "Caches are synced"
I0707 12:26:54.172881  390984 policy_source.go:248] refreshing policies
E0707 12:26:54.177019  390984 controller.go:201] "Failed to ensure lease exists, will retry" err="namespaces \"kube-system\" not found" interval="200ms"
I0707 12:26:54.216377  390984 shared_informer.go:377] "Caches are synced"
I0707 12:26:54.216441  390984 cache.go:39] Caches are synced for LocalAvailability controller
I0707 12:26:54.216451  390984 shared_informer.go:356] "Caches are synced" controller="crd-autoregister"
I0707 12:26:54.216508  390984 aggregator.go:187] initial CRD sync complete...
I0707 12:26:54.216518  390984 autoregister_controller.go:144] Starting autoregister controller
I0707 12:26:54.216525  390984 cache.go:32] Waiting for caches to sync for autoregister controller
I0707 12:26:54.216531  390984 cache.go:39] Caches are synced for autoregister controller
I0707 12:26:54.216543  390984 shared_informer.go:356] "Caches are synced" controller="ipallocator-repair-controller"
I0707 12:26:54.216563  390984 shared_informer.go:377] "Caches are synced"
I0707 12:26:54.216551  390984 cache.go:39] Caches are synced for RemoteAvailability controller
I0707 12:26:54.216584  390984 apf_controller.go:382] Running API Priority and Fairness config worker
I0707 12:26:54.216627  390984 apf_controller.go:385] Running API Priority and Fairness periodic rebalancing process
I0707 12:26:54.216692  390984 shared_informer.go:356] "Caches are synced" controller="kubernetes-service-cidr-controller"
I0707 12:26:54.216593  390984 cache.go:39] Caches are synced for APIServiceRegistrationController controller
I0707 12:26:54.216715  390984 default_servicecidr_controller.go:169] Creating default ServiceCIDR with CIDRs: [10.0.0.0/24]
I0707 12:26:54.216745  390984 handler_discovery.go:451] Starting ResourceDiscoveryManager
I0707 12:26:54.216696  390984 shared_informer.go:377] "Caches are synced"
I0707 12:26:54.217678  390984 controller.go:667] quota admission added evaluator for: namespaces
I0707 12:26:54.218771  390984 cidrallocator.go:302] created ClusterIP allocator for Service CIDR 10.0.0.0/24
I0707 12:26:54.218810  390984 default_servicecidr_controller.go:231] Setting default ServiceCIDR condition Ready to True
I0707 12:26:54.220934  390984 cidrallocator.go:278] updated ClusterIP allocator for Service CIDR 10.0.0.0/24
I0707 12:26:54.380134  390984 controller.go:667] quota admission added evaluator for: leases.coordination.k8s.io
I0707 12:26:55.118825  390984 storage_scheduling.go:123] created PriorityClass system-node-critical with value 2000001000
I0707 12:26:55.120683  390984 storage_scheduling.go:123] created PriorityClass system-cluster-critical with value 2000000000
I0707 12:26:55.120702  390984 storage_scheduling.go:139] all system priority classes are created successfully or already exist.
I0707 12:26:55.328534  390984 controller.go:667] quota admission added evaluator for: roles.rbac.authorization.k8s.io
I0707 12:26:55.341364  390984 controller.go:667] quota admission added evaluator for: rolebindings.rbac.authorization.k8s.io
I0707 12:26:55.423158  390984 alloc.go:329] "allocated clusterIPs" service="default/kubernetes" clusterIPs={"IPv4":"10.0.0.1"}
W0707 12:26:55.425848  390984 lease.go:265] Resetting endpoints for master service "kubernetes" to [192.168.3.9]
I0707 12:26:55.426655  390984 controller.go:667] quota admission added evaluator for: endpoints
I0707 12:26:55.428950  390984 controller.go:667] quota admission added evaluator for: endpointslices.discovery.k8s.io
I0707 12:26:55.863554  390984 handler.go:304] Adding GroupVersion bootstrap.cluster.x-k8s.io v1beta1 to ResourceManager
I0707 12:26:55.863607  390984 handler.go:304] Adding GroupVersion bootstrap.cluster.x-k8s.io v1beta2 to ResourceManager
I0707 12:26:55.925338  390984 handler.go:304] Adding GroupVersion controlplane.cluster.x-k8s.io v1beta1 to ResourceManager
I0707 12:26:55.925404  390984 handler.go:304] Adding GroupVersion controlplane.cluster.x-k8s.io v1beta2 to ResourceManager
I0707 12:26:55.928763  390984 handler.go:304] Adding GroupVersion runtime.cluster.x-k8s.io v1alpha1 to ResourceManager
I0707 12:26:55.928841  390984 handler.go:304] Adding GroupVersion runtime.cluster.x-k8s.io v1beta2 to ResourceManager
I0707 12:26:55.945357  390984 handler.go:304] Adding GroupVersion cluster.x-k8s.io v1beta1 to ResourceManager
I0707 12:26:55.945419  390984 handler.go:304] Adding GroupVersion cluster.x-k8s.io v1beta2 to ResourceManager
I0707 12:26:55.958363  390984 handler.go:304] Adding GroupVersion cluster.x-k8s.io v1beta1 to ResourceManager
I0707 12:26:55.958419  390984 handler.go:304] Adding GroupVersion cluster.x-k8s.io v1beta2 to ResourceManager
I0707 12:26:55.968692  390984 handler.go:304] Adding GroupVersion ipam.cluster.x-k8s.io v1alpha1 to ResourceManager
I0707 12:26:55.968731  390984 handler.go:304] Adding GroupVersion ipam.cluster.x-k8s.io v1beta1 to ResourceManager
I0707 12:26:55.968739  390984 handler.go:304] Adding GroupVersion ipam.cluster.x-k8s.io v1beta2 to ResourceManager
I0707 12:26:55.980800  390984 handler.go:304] Adding GroupVersion cluster.x-k8s.io v1beta1 to ResourceManager
I0707 12:26:55.980842  390984 handler.go:304] Adding GroupVersion cluster.x-k8s.io v1beta2 to ResourceManager
I0707 12:26:56.029584  390984 handler.go:304] Adding GroupVersion bootstrap.cluster.x-k8s.io v1beta1 to ResourceManager
I0707 12:26:56.029641  390984 handler.go:304] Adding GroupVersion bootstrap.cluster.x-k8s.io v1beta2 to ResourceManager
I0707 12:26:56.047275  390984 handler.go:304] Adding GroupVersion addons.cluster.x-k8s.io v1beta1 to ResourceManager
I0707 12:26:56.047306  390984 handler.go:304] Adding GroupVersion addons.cluster.x-k8s.io v1beta2 to ResourceManager
I0707 12:26:56.054587  390984 handler.go:304] Adding GroupVersion cluster.x-k8s.io v1beta1 to ResourceManager
I0707 12:26:56.054619  390984 handler.go:304] Adding GroupVersion cluster.x-k8s.io v1beta2 to ResourceManager
I0707 12:26:56.065430  390984 handler.go:304] Adding GroupVersion cluster.x-k8s.io v1beta1 to ResourceManager
I0707 12:26:56.065462  390984 handler.go:304] Adding GroupVersion cluster.x-k8s.io v1beta2 to ResourceManager
I0707 12:26:56.126733  390984 handler.go:304] Adding GroupVersion controlplane.cluster.x-k8s.io v1beta1 to ResourceManager
I0707 12:26:56.126796  390984 handler.go:304] Adding GroupVersion controlplane.cluster.x-k8s.io v1beta2 to ResourceManager
I0707 12:26:56.171405  390984 handler.go:304] Adding GroupVersion cluster.x-k8s.io v1beta1 to ResourceManager
I0707 12:26:56.171468  390984 handler.go:304] Adding GroupVersion cluster.x-k8s.io v1beta2 to ResourceManager
I0707 12:26:56.171497  390984 handler.go:304] Adding GroupVersion addons.cluster.x-k8s.io v1beta1 to ResourceManager
I0707 12:26:56.171512  390984 handler.go:304] Adding GroupVersion addons.cluster.x-k8s.io v1beta2 to ResourceManager
I0707 12:26:56.194444  390984 handler.go:304] Adding GroupVersion cluster.x-k8s.io v1beta1 to ResourceManager
I0707 12:26:56.194525  390984 handler.go:304] Adding GroupVersion cluster.x-k8s.io v1beta2 to ResourceManager
I0707 12:26:56.204210  390984 handler.go:304] Adding GroupVersion ipam.cluster.x-k8s.io v1alpha1 to ResourceManager
I0707 12:26:56.204682  390984 handler.go:304] Adding GroupVersion ipam.cluster.x-k8s.io v1beta1 to ResourceManager
I0707 12:26:56.204698  390984 handler.go:304] Adding GroupVersion ipam.cluster.x-k8s.io v1beta2 to ResourceManager
I0707 12:26:56.215942  390984 handler.go:304] Adding GroupVersion cluster.x-k8s.io v1beta1 to ResourceManager
I0707 12:26:56.216007  390984 handler.go:304] Adding GroupVersion cluster.x-k8s.io v1beta2 to ResourceManager
W0707 12:26:56.346189  390984 logging.go:55] [core] [Channel #290 SubChannel #291]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:46085", ServerName: "127.0.0.1:46085", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:46085: operation was canceled"
W0707 12:26:56.347421  390984 logging.go:55] [core] [Channel #294 SubChannel #295]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:46085", ServerName: "127.0.0.1:46085", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:46085: operation was canceled"
W0707 12:26:56.355295  390984 logging.go:55] [core] [Channel #298 SubChannel #299]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:46085", ServerName: "127.0.0.1:46085", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:46085: operation was canceled"
W0707 12:26:56.356775  390984 logging.go:55] [core] [Channel #302 SubChannel #303]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:46085", ServerName: "127.0.0.1:46085", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: write tcp 127.0.0.1:59510->127.0.0.1:46085: use of closed network connection
W0707 12:26:56.448156  390984 logging.go:55] [core] [Channel #307 SubChannel #308]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:46085", ServerName: "127.0.0.1:46085", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:46085: operation was canceled"
W0707 12:26:56.448972  390984 logging.go:55] [core] [Channel #311 SubChannel #312]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:46085", ServerName: "127.0.0.1:46085", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:46085: operation was canceled"
W0707 12:26:56.454007  390984 logging.go:55] [core] [Channel #315 SubChannel #316]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:46085", ServerName: "127.0.0.1:46085", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "error reading server preface: read tcp 127.0.0.1:59564->127.0.0.1:46085: use of closed network connection"
W0707 12:26:56.455026  390984 logging.go:55] [core] [Channel #320 SubChannel #321]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:46085", ServerName: "127.0.0.1:46085", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: write tcp 127.0.0.1:59572->127.0.0.1:46085: use of closed network connection
W0707 12:26:56.459913  390984 logging.go:55] [core] [Channel #325 SubChannel #326]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:46085", ServerName: "127.0.0.1:46085", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:46085: operation was canceled"
W0707 12:26:56.460944  390984 logging.go:55] [core] [Channel #329 SubChannel #330]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:46085", ServerName: "127.0.0.1:46085", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: write tcp 127.0.0.1:59600->127.0.0.1:46085: use of closed network connection
W0707 12:26:56.466363  390984 logging.go:55] [core] [Channel #334 SubChannel #335]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:46085", ServerName: "127.0.0.1:46085", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "error reading server preface: read tcp 127.0.0.1:59624->127.0.0.1:46085: use of closed network connection"
W0707 12:26:56.466988  390984 logging.go:55] [core] [Channel #339 SubChannel #340]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:46085", ServerName: "127.0.0.1:46085", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:46085: operation was canceled"
W0707 12:26:56.471058  390984 logging.go:55] [core] [Channel #343 SubChannel #344]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:46085", ServerName: "127.0.0.1:46085", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "error reading server preface: read tcp 127.0.0.1:59680->127.0.0.1:46085: use of closed network connection"
W0707 12:26:56.472049  390984 logging.go:55] [core] [Channel #348 SubChannel #349]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:46085", ServerName: "127.0.0.1:46085", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:46085: operation was canceled"
W0707 12:26:56.486505  390984 logging.go:55] [core] [Channel #352 SubChannel #353]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:46085", ServerName: "127.0.0.1:46085", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:46085: operation was canceled"
W0707 12:26:56.487399  390984 logging.go:55] [core] [Channel #356 SubChannel #357]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:46085", ServerName: "127.0.0.1:46085", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:46085: operation was canceled"
W0707 12:26:56.677701  390984 logging.go:55] [core] [Channel #360 SubChannel #361]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:46085", ServerName: "127.0.0.1:46085", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:46085: operation was canceled"
W0707 12:26:56.678370  390984 logging.go:55] [core] [Channel #364 SubChannel #365]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:46085", ServerName: "127.0.0.1:46085", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "error reading server preface: read tcp 127.0.0.1:59786->127.0.0.1:46085: use of closed network connection"
W0707 12:26:56.678887  390984 logging.go:55] [core] [Channel #369 SubChannel #370]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:46085", ServerName: "127.0.0.1:46085", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:46085: operation was canceled"
W0707 12:26:56.695223  390984 logging.go:55] [core] [Channel #373 SubChannel #374]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:46085", ServerName: "127.0.0.1:46085", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:46085: operation was canceled"
W0707 12:26:56.697816  390984 logging.go:55] [core] [Channel #377 SubChannel #378]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:46085", ServerName: "127.0.0.1:46085", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:46085: operation was canceled"
W0707 12:26:56.817723  390984 logging.go:55] [core] [Channel #381 SubChannel #382]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:46085", ServerName: "127.0.0.1:46085", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:46085: operation was canceled"
W0707 12:26:56.818589  390984 logging.go:55] [core] [Channel #385 SubChannel #386]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:46085", ServerName: "127.0.0.1:46085", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:46085: operation was canceled"
W0707 12:26:56.819230  390984 logging.go:55] [core] [Channel #389 SubChannel #390]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:46085", ServerName: "127.0.0.1:46085", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:46085: operation was canceled"
I0707 12:26:57.137739  390984 handler.go:304] Adding GroupVersion infrastructure.cluster.x-k8s.io v1beta2 to ResourceManager
I0707 12:26:57.171262  390984 handler.go:304] Adding GroupVersion controlplane.cluster.x-k8s.io v1beta2 to ResourceManager
I0707 12:26:57.175617  390984 handler.go:304] Adding GroupVersion infrastructure.cluster.x-k8s.io v1beta2 to ResourceManager
I0707 12:26:57.179942  390984 handler.go:304] Adding GroupVersion infrastructure.cluster.x-k8s.io v1beta2 to ResourceManager
I0707 12:26:57.219417  390984 handler.go:304] Adding GroupVersion infrastructure.cluster.x-k8s.io v1beta2 to ResourceManager
I0707 12:26:57.229486  390984 handler.go:304] Adding GroupVersion infrastructure.cluster.x-k8s.io v1beta2 to ResourceManager
I0707 12:26:57.242640  390984 handler.go:304] Adding GroupVersion infrastructure.cluster.x-k8s.io v1beta2 to ResourceManager
I0707 12:26:57.254757  390984 handler.go:304] Adding GroupVersion infrastructure.cluster.x-k8s.io v1beta2 to ResourceManager
I0707 12:26:57.318848  390984 handler.go:304] Adding GroupVersion controlplane.cluster.x-k8s.io v1beta2 to ResourceManager
I0707 12:26:57.324167  390984 handler.go:304] Adding GroupVersion bootstrap.cluster.x-k8s.io v1beta2 to ResourceManager
I0707 12:26:57.334848  390984 handler.go:304] Adding GroupVersion infrastructure.cluster.x-k8s.io v1beta2 to ResourceManager
I0707 12:26:57.338014  390984 handler.go:304] Adding GroupVersion infrastructure.cluster.x-k8s.io v1beta2 to ResourceManager
I0707 12:26:57.339809  390984 handler.go:304] Adding GroupVersion infrastructure.cluster.x-k8s.io v1beta2 to ResourceManager
I0707 12:26:57.349317  390984 handler.go:304] Adding GroupVersion infrastructure.cluster.x-k8s.io v1beta2 to ResourceManager
I0707 12:26:57.352897  390984 handler.go:304] Adding GroupVersion bootstrap.cluster.x-k8s.io v1beta2 to ResourceManager
I0707 12:26:57.354796  390984 handler.go:304] Adding GroupVersion infrastructure.cluster.x-k8s.io v1beta2 to ResourceManager
I0707 12:26:57.361186  390984 handler.go:304] Adding GroupVersion controlplane.cluster.x-k8s.io v1beta2 to ResourceManager
I0707 12:26:57.363646  390984 handler.go:304] Adding GroupVersion infrastructure.cluster.x-k8s.io v1beta2 to ResourceManager
I0707 12:26:57.367047  390984 handler.go:304] Adding GroupVersion infrastructure.cluster.x-k8s.io v1beta2 to ResourceManager
I0707 12:26:57.374630  390984 handler.go:304] Adding GroupVersion infrastructure.cluster.x-k8s.io v1beta2 to ResourceManager
I0707 12:26:57.377090  390984 handler.go:304] Adding GroupVersion infrastructure.cluster.x-k8s.io v1beta2 to ResourceManager
W0707 12:26:57.483828  390984 logging.go:55] [core] [Channel #393 SubChannel #394]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:46085", ServerName: "127.0.0.1:46085", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:46085: operation was canceled"
