I0707 15:02:07.236375  412186 options.go:263] external host was not specified, using 192.168.3.9
I0707 15:02:07.455419  412186 handler.go:304] Adding GroupVersion certificates.k8s.io v1 to ResourceManager
W0707 15:02:07.455428  412186 genericapiserver.go:819] Skipping API certificates.k8s.io/v1beta1 because it has no resources.
W0707 15:02:07.455436  412186 genericapiserver.go:819] Skipping API certificates.k8s.io/v1alpha1 because it has no resources.
I0707 15:02:07.455679  412186 handler.go:304] Adding GroupVersion coordination.k8s.io v1 to ResourceManager
W0707 15:02:07.455685  412186 genericapiserver.go:819] Skipping API coordination.k8s.io/v1beta1 because it has no resources.
W0707 15:02:07.455687  412186 genericapiserver.go:819] Skipping API coordination.k8s.io/v1alpha2 because it has no resources.
I0707 15:02:07.456111  412186 handler.go:304] Adding GroupVersion discovery.k8s.io v1 to ResourceManager
W0707 15:02:07.456122  412186 genericapiserver.go:819] Skipping API discovery.k8s.io/v1beta1 because it has no resources.
I0707 15:02:07.458798  412186 handler.go:304] Adding GroupVersion networking.k8s.io v1 to ResourceManager
W0707 15:02:07.458835  412186 genericapiserver.go:819] Skipping API networking.k8s.io/v1beta1 because it has no resources.
I0707 15:02:07.459422  412186 handler.go:304] Adding GroupVersion node.k8s.io v1 to ResourceManager
W0707 15:02:07.459438  412186 genericapiserver.go:819] Skipping API node.k8s.io/v1beta1 because it has no resources.
W0707 15:02:07.459449  412186 genericapiserver.go:819] Skipping API node.k8s.io/v1alpha1 because it has no resources.
I0707 15:02:07.460711  412186 handler.go:304] Adding GroupVersion policy v1 to ResourceManager
W0707 15:02:07.460725  412186 genericapiserver.go:819] Skipping API policy/v1beta1 because it has no resources.
I0707 15:02:07.461449  412186 handler.go:304] Adding GroupVersion rbac.authorization.k8s.io v1 to ResourceManager
W0707 15:02:07.461460  412186 genericapiserver.go:819] Skipping API rbac.authorization.k8s.io/v1beta1 because it has no resources.
W0707 15:02:07.461465  412186 genericapiserver.go:819] Skipping API rbac.authorization.k8s.io/v1alpha1 because it has no resources.
I0707 15:02:07.461654  412186 handler.go:304] Adding GroupVersion scheduling.k8s.io v1 to ResourceManager
W0707 15:02:07.461661  412186 genericapiserver.go:819] Skipping API scheduling.k8s.io/v1beta1 because it has no resources.
W0707 15:02:07.461665  412186 genericapiserver.go:819] Skipping API scheduling.k8s.io/v1alpha1 because it has no resources.
I0707 15:02:07.462542  412186 handler.go:304] Adding GroupVersion storage.k8s.io v1 to ResourceManager
W0707 15:02:07.462555  412186 genericapiserver.go:819] Skipping API storage.k8s.io/v1beta1 because it has no resources.
W0707 15:02:07.462559  412186 genericapiserver.go:819] Skipping API storage.k8s.io/v1alpha1 because it has no resources.
I0707 15:02:07.462966  412186 handler.go:304] Adding GroupVersion flowcontrol.apiserver.k8s.io v1 to ResourceManager
W0707 15:02:07.462975  412186 genericapiserver.go:819] Skipping API flowcontrol.apiserver.k8s.io/v1beta3 because it has no resources.
W0707 15:02:07.462980  412186 genericapiserver.go:819] Skipping API flowcontrol.apiserver.k8s.io/v1beta2 because it has no resources.
W0707 15:02:07.462983  412186 genericapiserver.go:819] Skipping API flowcontrol.apiserver.k8s.io/v1beta1 because it has no resources.
I0707 15:02:07.464207  412186 handler.go:304] Adding GroupVersion apps v1 to ResourceManager
W0707 15:02:07.464219  412186 genericapiserver.go:819] Skipping API apps/v1beta2 because it has no resources.
W0707 15:02:07.464223  412186 genericapiserver.go:819] Skipping API apps/v1beta1 because it has no resources.
I0707 15:02:07.464895  412186 handler.go:304] Adding GroupVersion admissionregistration.k8s.io v1 to ResourceManager
W0707 15:02:07.464905  412186 genericapiserver.go:819] Skipping API admissionregistration.k8s.io/v1beta1 because it has no resources.
W0707 15:02:07.464909  412186 genericapiserver.go:819] Skipping API admissionregistration.k8s.io/v1alpha1 because it has no resources.
I0707 15:02:07.465119  412186 handler.go:304] Adding GroupVersion events.k8s.io v1 to ResourceManager
W0707 15:02:07.465127  412186 genericapiserver.go:819] Skipping API events.k8s.io/v1beta1 because it has no resources.
I0707 15:02:07.465847  412186 handler.go:304] Adding GroupVersion resource.k8s.io v1 to ResourceManager
W0707 15:02:07.465863  412186 genericapiserver.go:819] Skipping API resource.k8s.io/v1beta2 because it has no resources.
W0707 15:02:07.465878  412186 genericapiserver.go:819] Skipping API resource.k8s.io/v1beta1 because it has no resources.
W0707 15:02:07.465882  412186 genericapiserver.go:819] Skipping API resource.k8s.io/v1alpha3 because it has no resources.
W0707 15:02:07.467358  412186 logging.go:55] [core] [Channel #276 SubChannel #277]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:46225", ServerName: "127.0.0.1:46225", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:46225: operation was canceled"
I0707 15:02:07.467907  412186 handler.go:304] Adding GroupVersion apiregistration.k8s.io v1 to ResourceManager
W0707 15:02:07.467919  412186 genericapiserver.go:819] Skipping API apiregistration.k8s.io/v1beta1 because it has no resources.
I0707 15:02:07.657914  412186 dynamic_cafile_content.go:161] "Starting controller" name="client-ca-bundle::/tmp/k8s_test_framework_2211862994/client-cert-auth-ca.crt"
I0707 15:02:07.658034  412186 dynamic_serving_content.go:135] "Starting controller" name="serving-cert::/tmp/k8s_test_framework_2211862994/apiserver.crt::/tmp/k8s_test_framework_2211862994/apiserver.key"
I0707 15:02:07.658137  412186 secure_serving.go:211] Serving securely on 127.0.0.1:36899
I0707 15:02:07.658172  412186 local_available_controller.go:156] Starting LocalAvailability controller
I0707 15:02:07.658182  412186 cache.go:32] Waiting for caches to sync for LocalAvailability controller
I0707 15:02:07.658196  412186 tlsconfig.go:243] "Starting DynamicServingCertificateController"
I0707 15:02:07.658266  412186 controller.go:113] "Deleting old lease on startup" lease="kube-system/apiserver-u5mn6cbhebem4rsj27ru6wnrfm"
I0707 15:02:07.658279  412186 aggregator.go:185] waiting for initial CRD sync...
I0707 15:02:07.658305  412186 apiservice_controller.go:100] Starting APIServiceRegistrationController
I0707 15:02:07.658313  412186 cache.go:32] Waiting for caches to sync for APIServiceRegistrationController controller
I0707 15:02:07.658310  412186 remote_available_controller.go:447] Starting RemoteAvailability controller
I0707 15:02:07.658357  412186 crdregistration_controller.go:115] Starting crd-autoregister controller
I0707 15:02:07.658364  412186 shared_informer.go:349] "Waiting for caches to sync" controller="crd-autoregister"
I0707 15:02:07.658364  412186 cache.go:32] Waiting for caches to sync for RemoteAvailability controller
I0707 15:02:07.658422  412186 apf_controller.go:377] Starting API Priority and Fairness config controller
I0707 15:02:07.658428  412186 repairip.go:210] Starting ipallocator-repair-controller
I0707 15:02:07.658438  412186 shared_informer.go:349] "Waiting for caches to sync" controller="ipallocator-repair-controller"
I0707 15:02:07.658451  412186 gc_controller.go:85] "Starting apiserver lease garbage collector"
I0707 15:02:07.658456  412186 shared_informer.go:370] "Waiting for caches to sync"
I0707 15:02:07.658322  412186 system_namespaces_controller.go:66] Starting system namespaces controller
I0707 15:02:07.658506  412186 default_servicecidr_controller.go:110] Starting kubernetes-service-cidr-controller
I0707 15:02:07.658523  412186 shared_informer.go:349] "Waiting for caches to sync" controller="kubernetes-service-cidr-controller"
I0707 15:02:07.658549  412186 cluster_authentication_trust_controller.go:459] Starting cluster_authentication_trust_controller controller
I0707 15:02:07.658559  412186 shared_informer.go:370] "Waiting for caches to sync"
I0707 15:02:07.658575  412186 controller.go:80] Starting OpenAPI V3 AggregationController
I0707 15:02:07.658616  412186 controller.go:127] "Starting legacy_token_tracking_controller"
I0707 15:02:07.658622  412186 shared_informer.go:370] "Waiting for caches to sync"
I0707 15:02:07.658796  412186 controller.go:78] Starting OpenAPI AggregationController
I0707 15:02:07.658825  412186 dynamic_cafile_content.go:161] "Starting controller" name="client-ca-bundle::/tmp/k8s_test_framework_2211862994/client-cert-auth-ca.crt"
I0707 15:02:07.658913  412186 customresource_discovery_controller.go:294] Starting DiscoveryController
I0707 15:02:07.658979  412186 controller.go:142] Starting OpenAPI controller
I0707 15:02:07.658986  412186 naming_controller.go:305] Starting NamingConditionController
I0707 15:02:07.659007  412186 nonstructuralschema_controller.go:202] Starting NonStructuralSchemaConditionController
I0707 15:02:07.659020  412186 controller.go:90] Starting OpenAPI V3 controller
I0707 15:02:07.659022  412186 apiapproval_controller.go:196] Starting KubernetesAPIApprovalPolicyConformantConditionController
I0707 15:02:07.659029  412186 crd_finalizer.go:273] Starting CRDFinalizer
I0707 15:02:07.676445  412186 shared_informer.go:377] "Caches are synced"
I0707 15:02:07.676475  412186 policy_source.go:248] refreshing policies
E0707 15:02:07.721180  412186 controller.go:201] "Failed to ensure lease exists, will retry" err="namespaces \"kube-system\" not found" interval="200ms"
I0707 15:02:07.758456  412186 shared_informer.go:356] "Caches are synced" controller="crd-autoregister"
I0707 15:02:07.758466  412186 shared_informer.go:356] "Caches are synced" controller="ipallocator-repair-controller"
I0707 15:02:07.758464  412186 cache.go:39] Caches are synced for APIServiceRegistrationController controller
I0707 15:02:07.758486  412186 cache.go:39] Caches are synced for LocalAvailability controller
I0707 15:02:07.758562  412186 handler_discovery.go:451] Starting ResourceDiscoveryManager
I0707 15:02:07.758497  412186 aggregator.go:187] initial CRD sync complete...
I0707 15:02:07.758585  412186 autoregister_controller.go:144] Starting autoregister controller
I0707 15:02:07.758589  412186 cache.go:32] Waiting for caches to sync for autoregister controller
I0707 15:02:07.758595  412186 cache.go:39] Caches are synced for autoregister controller
I0707 15:02:07.758644  412186 shared_informer.go:377] "Caches are synced"
I0707 15:02:07.758647  412186 shared_informer.go:377] "Caches are synced"
I0707 15:02:07.758789  412186 shared_informer.go:356] "Caches are synced" controller="kubernetes-service-cidr-controller"
I0707 15:02:07.758825  412186 shared_informer.go:377] "Caches are synced"
I0707 15:02:07.758799  412186 apf_controller.go:382] Running API Priority and Fairness config worker
I0707 15:02:07.758811  412186 cache.go:39] Caches are synced for RemoteAvailability controller
I0707 15:02:07.758839  412186 default_servicecidr_controller.go:169] Creating default ServiceCIDR with CIDRs: [10.0.0.0/24]
I0707 15:02:07.758884  412186 apf_controller.go:385] Running API Priority and Fairness periodic rebalancing process
I0707 15:02:07.759819  412186 controller.go:667] quota admission added evaluator for: namespaces
I0707 15:02:07.760994  412186 cidrallocator.go:302] created ClusterIP allocator for Service CIDR 10.0.0.0/24
I0707 15:02:07.761334  412186 default_servicecidr_controller.go:231] Setting default ServiceCIDR condition Ready to True
I0707 15:02:07.763360  412186 cidrallocator.go:278] updated ClusterIP allocator for Service CIDR 10.0.0.0/24
I0707 15:02:07.923851  412186 controller.go:667] quota admission added evaluator for: leases.coordination.k8s.io
I0707 15:02:08.661866  412186 storage_scheduling.go:123] created PriorityClass system-node-critical with value 2000001000
I0707 15:02:08.663782  412186 storage_scheduling.go:123] created PriorityClass system-cluster-critical with value 2000000000
I0707 15:02:08.663808  412186 storage_scheduling.go:139] all system priority classes are created successfully or already exist.
I0707 15:02:08.873173  412186 controller.go:667] quota admission added evaluator for: roles.rbac.authorization.k8s.io
I0707 15:02:08.890697  412186 controller.go:667] quota admission added evaluator for: rolebindings.rbac.authorization.k8s.io
I0707 15:02:08.965777  412186 alloc.go:329] "allocated clusterIPs" service="default/kubernetes" clusterIPs={"IPv4":"10.0.0.1"}
W0707 15:02:08.968329  412186 lease.go:265] Resetting endpoints for master service "kubernetes" to [192.168.3.9]
I0707 15:02:08.969146  412186 controller.go:667] quota admission added evaluator for: endpoints
I0707 15:02:08.970957  412186 controller.go:667] quota admission added evaluator for: endpointslices.discovery.k8s.io
I0707 15:02:09.362792  412186 handler.go:304] Adding GroupVersion cluster.x-k8s.io v1beta1 to ResourceManager
I0707 15:02:09.362844  412186 handler.go:304] Adding GroupVersion cluster.x-k8s.io v1beta2 to ResourceManager
I0707 15:02:09.372167  412186 handler.go:304] Adding GroupVersion addons.cluster.x-k8s.io v1beta1 to ResourceManager
I0707 15:02:09.372209  412186 handler.go:304] Adding GroupVersion addons.cluster.x-k8s.io v1beta2 to ResourceManager
I0707 15:02:09.383400  412186 handler.go:304] Adding GroupVersion cluster.x-k8s.io v1beta1 to ResourceManager
I0707 15:02:09.383430  412186 handler.go:304] Adding GroupVersion cluster.x-k8s.io v1beta2 to ResourceManager
I0707 15:02:09.402522  412186 handler.go:304] Adding GroupVersion cluster.x-k8s.io v1beta1 to ResourceManager
I0707 15:02:09.402585  412186 handler.go:304] Adding GroupVersion cluster.x-k8s.io v1beta2 to ResourceManager
I0707 15:02:09.453657  412186 handler.go:304] Adding GroupVersion controlplane.cluster.x-k8s.io v1beta1 to ResourceManager
I0707 15:02:09.453701  412186 handler.go:304] Adding GroupVersion controlplane.cluster.x-k8s.io v1beta2 to ResourceManager
I0707 15:02:09.457964  412186 handler.go:304] Adding GroupVersion runtime.cluster.x-k8s.io v1alpha1 to ResourceManager
I0707 15:02:09.458015  412186 handler.go:304] Adding GroupVersion runtime.cluster.x-k8s.io v1beta2 to ResourceManager
I0707 15:02:09.461888  412186 handler.go:304] Adding GroupVersion ipam.cluster.x-k8s.io v1alpha1 to ResourceManager
I0707 15:02:09.461933  412186 handler.go:304] Adding GroupVersion ipam.cluster.x-k8s.io v1beta1 to ResourceManager
I0707 15:02:09.461952  412186 handler.go:304] Adding GroupVersion ipam.cluster.x-k8s.io v1beta2 to ResourceManager
I0707 15:02:09.476769  412186 handler.go:304] Adding GroupVersion cluster.x-k8s.io v1beta1 to ResourceManager
I0707 15:02:09.476828  412186 handler.go:304] Adding GroupVersion cluster.x-k8s.io v1beta2 to ResourceManager
I0707 15:02:09.514436  412186 handler.go:304] Adding GroupVersion bootstrap.cluster.x-k8s.io v1beta1 to ResourceManager
I0707 15:02:09.514514  412186 handler.go:304] Adding GroupVersion bootstrap.cluster.x-k8s.io v1beta2 to ResourceManager
I0707 15:02:09.534586  412186 handler.go:304] Adding GroupVersion addons.cluster.x-k8s.io v1beta1 to ResourceManager
I0707 15:02:09.534628  412186 handler.go:304] Adding GroupVersion addons.cluster.x-k8s.io v1beta2 to ResourceManager
I0707 15:02:09.534641  412186 handler.go:304] Adding GroupVersion ipam.cluster.x-k8s.io v1alpha1 to ResourceManager
I0707 15:02:09.534650  412186 handler.go:304] Adding GroupVersion ipam.cluster.x-k8s.io v1beta1 to ResourceManager
I0707 15:02:09.534659  412186 handler.go:304] Adding GroupVersion ipam.cluster.x-k8s.io v1beta2 to ResourceManager
I0707 15:02:09.537369  412186 handler.go:304] Adding GroupVersion cluster.x-k8s.io v1beta1 to ResourceManager
I0707 15:02:09.537429  412186 handler.go:304] Adding GroupVersion cluster.x-k8s.io v1beta2 to ResourceManager
I0707 15:02:09.562284  412186 handler.go:304] Adding GroupVersion cluster.x-k8s.io v1beta1 to ResourceManager
I0707 15:02:09.562324  412186 handler.go:304] Adding GroupVersion cluster.x-k8s.io v1beta2 to ResourceManager
I0707 15:02:09.658894  412186 handler.go:304] Adding GroupVersion bootstrap.cluster.x-k8s.io v1beta1 to ResourceManager
I0707 15:02:09.658943  412186 handler.go:304] Adding GroupVersion bootstrap.cluster.x-k8s.io v1beta2 to ResourceManager
I0707 15:02:09.698347  412186 handler.go:304] Adding GroupVersion cluster.x-k8s.io v1beta1 to ResourceManager
I0707 15:02:09.698399  412186 handler.go:304] Adding GroupVersion cluster.x-k8s.io v1beta2 to ResourceManager
I0707 15:02:09.705086  412186 handler.go:304] Adding GroupVersion cluster.x-k8s.io v1beta1 to ResourceManager
I0707 15:02:09.705167  412186 handler.go:304] Adding GroupVersion cluster.x-k8s.io v1beta2 to ResourceManager
I0707 15:02:09.765407  412186 handler.go:304] Adding GroupVersion controlplane.cluster.x-k8s.io v1beta1 to ResourceManager
I0707 15:02:09.765483  412186 handler.go:304] Adding GroupVersion controlplane.cluster.x-k8s.io v1beta2 to ResourceManager
W0707 15:02:09.888337  412186 logging.go:55] [core] [Channel #280 SubChannel #281]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:46225", ServerName: "127.0.0.1:46225", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:46225: operation was canceled"
W0707 15:02:09.889772  412186 logging.go:55] [core] [Channel #284 SubChannel #285]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:46225", ServerName: "127.0.0.1:46225", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:46225: operation was canceled"
W0707 15:02:09.898762  412186 logging.go:55] [core] [Channel #288 SubChannel #289]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:46225", ServerName: "127.0.0.1:46225", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:46225: operation was canceled"
W0707 15:02:09.902265  412186 logging.go:55] [core] [Channel #292 SubChannel #293]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:46225", ServerName: "127.0.0.1:46225", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "error reading server preface: read tcp 127.0.0.1:34478->127.0.0.1:46225: use of closed network connection"
W0707 15:02:09.989620  412186 logging.go:55] [core] [Channel #297 SubChannel #298]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:46225", ServerName: "127.0.0.1:46225", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "error reading server preface: read tcp 127.0.0.1:34510->127.0.0.1:46225: use of closed network connection"
W0707 15:02:09.990952  412186 logging.go:55] [core] [Channel #302 SubChannel #303]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:46225", ServerName: "127.0.0.1:46225", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: failed to write client preface: write tcp 127.0.0.1:34528->127.0.0.1:46225: use of closed network connection"
W0707 15:02:10.000409  412186 logging.go:55] [core] [Channel #307 SubChannel #308]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:46225", ServerName: "127.0.0.1:46225", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:46225: operation was canceled"
W0707 15:02:10.001982  412186 logging.go:55] [core] [Channel #311 SubChannel #312]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:46225", ServerName: "127.0.0.1:46225", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:46225: operation was canceled"
W0707 15:02:10.006557  412186 logging.go:55] [core] [Channel #315 SubChannel #316]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:46225", ServerName: "127.0.0.1:46225", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:46225: operation was canceled"
W0707 15:02:10.007714  412186 logging.go:55] [core] [Channel #319 SubChannel #320]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:46225", ServerName: "127.0.0.1:46225", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:46225: operation was canceled"
W0707 15:02:10.013556  412186 logging.go:55] [core] [Channel #323 SubChannel #324]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:46225", ServerName: "127.0.0.1:46225", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:46225: operation was canceled"
W0707 15:02:10.014536  412186 logging.go:55] [core] [Channel #327 SubChannel #328]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:46225", ServerName: "127.0.0.1:46225", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:46225: operation was canceled"
W0707 15:02:10.021214  412186 logging.go:55] [core] [Channel #331 SubChannel #332]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:46225", ServerName: "127.0.0.1:46225", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:46225: operation was canceled"
W0707 15:02:10.022330  412186 logging.go:55] [core] [Channel #335 SubChannel #336]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:46225", ServerName: "127.0.0.1:46225", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "error reading server preface: read tcp 127.0.0.1:34678->127.0.0.1:46225: use of closed network connection"
W0707 15:02:10.028942  412186 logging.go:55] [core] [Channel #340 SubChannel #341]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:46225", ServerName: "127.0.0.1:46225", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "error reading server preface: read tcp 127.0.0.1:34686->127.0.0.1:46225: use of closed network connection"
W0707 15:02:10.030050  412186 logging.go:55] [core] [Channel #345 SubChannel #346]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:46225", ServerName: "127.0.0.1:46225", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:46225: operation was canceled"
W0707 15:02:10.131699  412186 logging.go:55] [core] [Channel #349 SubChannel #350]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:46225", ServerName: "127.0.0.1:46225", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "error reading server preface: read tcp 127.0.0.1:34710->127.0.0.1:46225: use of closed network connection"
W0707 15:02:10.136105  412186 logging.go:55] [core] [Channel #354 SubChannel #355]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:46225", ServerName: "127.0.0.1:46225", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "error reading server preface: read tcp 127.0.0.1:34740->127.0.0.1:46225: use of closed network connection"
W0707 15:02:10.444480  412186 logging.go:55] [core] [Channel #359 SubChannel #360]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:46225", ServerName: "127.0.0.1:46225", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:46225: operation was canceled"
W0707 15:02:10.445547  412186 logging.go:55] [core] [Channel #363 SubChannel #364]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:46225", ServerName: "127.0.0.1:46225", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "error reading server preface: read tcp 127.0.0.1:34780->127.0.0.1:46225: use of closed network connection"
W0707 15:02:10.446532  412186 logging.go:55] [core] [Channel #368 SubChannel #369]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:46225", ServerName: "127.0.0.1:46225", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "error reading server preface: read tcp 127.0.0.1:34796->127.0.0.1:46225: use of closed network connection"
W0707 15:02:10.465025  412186 logging.go:55] [core] [Channel #373 SubChannel #374]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:46225", ServerName: "127.0.0.1:46225", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: write tcp 127.0.0.1:34828->127.0.0.1:46225: use of closed network connection
W0707 15:02:10.465817  412186 logging.go:55] [core] [Channel #378 SubChannel #379]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:46225", ServerName: "127.0.0.1:46225", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:46225: operation was canceled"
W0707 15:02:10.466699  412186 logging.go:55] [core] [Channel #382 SubChannel #383]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:46225", ServerName: "127.0.0.1:46225", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:46225: operation was canceled"
I0707 15:02:10.695974  412186 handler.go:304] Adding GroupVersion controlplane.cluster.x-k8s.io v1beta2 to ResourceManager
I0707 15:02:10.711553  412186 handler.go:304] Adding GroupVersion bootstrap.cluster.x-k8s.io v1beta2 to ResourceManager
I0707 15:02:10.718472  412186 handler.go:304] Adding GroupVersion bootstrap.cluster.x-k8s.io v1beta2 to ResourceManager
I0707 15:02:10.723299  412186 handler.go:304] Adding GroupVersion infrastructure.cluster.x-k8s.io v1beta2 to ResourceManager
I0707 15:02:10.734313  412186 handler.go:304] Adding GroupVersion infrastructure.cluster.x-k8s.io v1beta2 to ResourceManager
I0707 15:02:10.736272  412186 handler.go:304] Adding GroupVersion infrastructure.cluster.x-k8s.io v1beta2 to ResourceManager
I0707 15:02:10.749058  412186 handler.go:304] Adding GroupVersion infrastructure.cluster.x-k8s.io v1beta2 to ResourceManager
I0707 15:02:10.751035  412186 handler.go:304] Adding GroupVersion infrastructure.cluster.x-k8s.io v1beta2 to ResourceManager
I0707 15:02:10.755069  412186 handler.go:304] Adding GroupVersion infrastructure.cluster.x-k8s.io v1beta2 to ResourceManager
I0707 15:02:10.773927  412186 handler.go:304] Adding GroupVersion infrastructure.cluster.x-k8s.io v1beta2 to ResourceManager
I0707 15:02:10.776107  412186 handler.go:304] Adding GroupVersion infrastructure.cluster.x-k8s.io v1beta2 to ResourceManager
I0707 15:02:10.781788  412186 handler.go:304] Adding GroupVersion controlplane.cluster.x-k8s.io v1beta2 to ResourceManager
I0707 15:02:10.785520  412186 handler.go:304] Adding GroupVersion infrastructure.cluster.x-k8s.io v1beta2 to ResourceManager
I0707 15:02:10.789813  412186 handler.go:304] Adding GroupVersion infrastructure.cluster.x-k8s.io v1beta2 to ResourceManager
I0707 15:02:10.848149  412186 handler.go:304] Adding GroupVersion infrastructure.cluster.x-k8s.io v1beta2 to ResourceManager
I0707 15:02:10.849193  412186 handler.go:304] Adding GroupVersion infrastructure.cluster.x-k8s.io v1beta2 to ResourceManager
I0707 15:02:10.861124  412186 handler.go:304] Adding GroupVersion infrastructure.cluster.x-k8s.io v1beta2 to ResourceManager
I0707 15:02:10.908288  412186 handler.go:304] Adding GroupVersion controlplane.cluster.x-k8s.io v1beta2 to ResourceManager
I0707 15:02:10.910706  412186 handler.go:304] Adding GroupVersion infrastructure.cluster.x-k8s.io v1beta2 to ResourceManager
